,root:Elder,root:Young
S320,0.6556448,0.34435517
S290,0.21105699,0.78894305
SRR5602345,0.6553758,0.34462422
S330,0.65563536,0.34436467
SRR5602125,0.115342356,0.8846577
SRR5602220,0.6515048,0.34849522
S050,0.20519473,0.7948053
S080,0.6556448,0.34435517
SRR5602155,0.6508724,0.3491276
SRR5602193,0.45801184,0.54198813
SRR5602335,0.65607864,0.3439214
SRR5602119,0.6290906,0.3709094
S150,0.6556448,0.34435517
SRR5602179,0.63665056,0.3633494
SRR3679961,0.6553411,0.34465888
SRR5602134,0.65349954,0.34650043
S130,0.65296155,0.34703848
S200,0.6556448,0.34435517
S210,0.6553853,0.34461468
SRR5602290,0.1403439,0.85965604
SRR5602138,0.63961655,0.3603835
C052,0.6548059,0.3451942
C012,0.114912696,0.8850873
SRR5602168,0.11394145,0.88605857
SRR5602159,0.6271001,0.37289986
SRR5602160,0.6251776,0.37482235
SRR5602010,0.65502465,0.34497532
C010,0.31327286,0.6867271
S240,0.27290177,0.7270982
S030,0.11540998,0.88459
SRR5602324,0.5981829,0.40181708
SRR3679980,0.6556448,0.34435517
SRR5602349,0.40861848,0.59138155
S110,0.115542695,0.8844573
SRR5602182,0.65530115,0.34469882
S100,0.54451597,0.45548403
C042,0.11435692,0.885643
SRR5602351,0.65494674,0.3450533
SRR5602333,0.49990362,0.5000963
S220,0.115935504,0.8840645
SRR5602092,0.6471093,0.3528907
S120,0.5363251,0.46367487
SRR5602260,0.65562564,0.34437433
SRR5602284,0.6554804,0.34451962
C021,0.65564424,0.34435576
SRR5602256,0.4765357,0.5234643
SRR5602234,0.62984735,0.37015268
SRR5602210,0.3979386,0.6020614
S010,0.11777452,0.88222545
S280,0.6458528,0.3541472
S260,0.1720261,0.82797396
S020,0.65537226,0.34462774
SRR5602016,0.6520402,0.34795976
S180,0.65522003,0.34477997
SRR5602145,0.5323203,0.4676797
