,root:Elder,root:Young
K106,0.6931028,0.30689716
SRR5602329,0.7505553,0.2494447
SRR5601925,0.7468114,0.25318858
SRR5602278,0.7434193,0.25658068
SRR5602147,0.7536719,0.24632809
SRR5602132,0.62954736,0.37045267
SRR3680055,0.7531002,0.24689978
SRR3679990,0.7647911,0.23520893
SRR5602060,0.75237066,0.24762927
SRR5602343,0.16575027,0.83424973
SRR5602117,0.74975514,0.25024486
SRR5602183,0.7735653,0.22643471
SRR5602080,0.754218,0.245782
SRR5602273,0.1455863,0.8544137
SRR5602098,0.60797286,0.39202708
SRR3679987,0.14948867,0.8505114
SRR5602310,0.14561012,0.85438985
SRR3680064,0.6800998,0.31990024
SRR5602167,0.7463883,0.25361168
SRR5602347,0.7491857,0.25081438
SRR5602097,0.191221,0.808779
SRR5601992,0.15393296,0.8460671
SRR5602005,0.7531002,0.24689978
SRR5602170,0.7555469,0.24445301
SRR5602293,0.2888662,0.7111338
SRR5602294,0.7492345,0.2507655
SRR5602180,0.75339955,0.24660048
SRR5602124,0.5101494,0.48985058
SRR5602122,0.43776554,0.56223446
SRR5602275,0.44115582,0.55884415
SRR5602141,0.74679184,0.25320822
SRR5602292,0.5590503,0.44094974
SRR5602118,0.14535256,0.8546474
SRR5602169,0.7531002,0.24689978
SRR3679994,0.7380357,0.26196435
SRR3680068,0.7365013,0.26349875
SRR5602323,0.75294137,0.24705864
SRR5602248,0.15495102,0.8450489
SRR3680067,0.14524321,0.8547568
SRR3679988,0.7743586,0.22564135
SRR5602213,0.6631973,0.33680272
SRR5802183,0.15875153,0.84124845
SRR5602312,0.7726135,0.22738649
SRR3679945,0.7408568,0.25914314
SRR5601996,0.7531002,0.24689978
SRR5602231,0.76376337,0.23623659
C002,0.14599745,0.85400254
SRR5601934,0.7531002,0.24689978
SRR3679975,0.7530975,0.24690259
SRR5602331,0.75277144,0.2472285
SRR5602174,0.74790776,0.25209227
SRR5601926,0.7396199,0.26038012
SRR5601986,0.7529955,0.24700443
SRR5601941,0.6503328,0.34966713
SRR3680002,0.74549705,0.25450292
