,root:Elder,root:Young
S320,0.511095,0.48890504
S290,0.511095,0.48890504
SRR5602345,0.58787644,0.4121236
S330,0.51281804,0.487182
SRR5602125,0.5889122,0.41108778
SRR5602220,0.5598746,0.44012538
S050,0.055471648,0.9445283
S080,0.5889124,0.4110875
SRR5602155,0.59106714,0.4089329
SRR5602193,0.5128726,0.48712742
SRR5602335,0.5913313,0.40866876
SRR5602119,0.37703872,0.6229612
S150,0.029299006,0.97070104
SRR5602179,0.54267144,0.45732847
SRR3679961,0.56596035,0.43403965
SRR5602134,0.5899809,0.4100191
S130,0.511095,0.48890504
S200,0.5894553,0.41054472
S210,0.029299453,0.97070056
SRR5602290,0.511095,0.48890504
SRR5602138,0.26528117,0.7347188
C052,0.5881652,0.41183475
C012,0.58891237,0.4110876
SRR5602168,0.032299068,0.9677009
SRR5602159,0.33897257,0.66102743
SRR5602160,0.59523404,0.40476596
SRR5602010,0.58891153,0.41108844
C010,0.511095,0.48890504
S240,0.2491838,0.75081617
S030,0.49990737,0.50009257
SRR5602324,0.14010157,0.8598984
SRR3679980,0.58891237,0.41108766
SRR5602349,0.5395207,0.46047926
S110,0.5944505,0.4055495
SRR5602182,0.58831704,0.411683
S100,0.5065543,0.49344572
C042,0.5879681,0.41203192
SRR5602351,0.58825266,0.41174728
SRR5602333,0.511095,0.48890504
S220,0.59596354,0.4040365
SRR5602092,0.33235824,0.66764176
S120,0.5883718,0.41162822
SRR5602260,0.5894866,0.41051343
SRR5602284,0.5883756,0.41162443
C021,0.5889124,0.41108757
SRR5602256,0.51869595,0.48130402
SRR5602234,0.34619784,0.6538021
SRR5602210,0.5661124,0.4338876
S010,0.4764748,0.52352524
S280,0.5880862,0.41191378
S260,0.48398593,0.51601404
S020,0.5951503,0.40484974
SRR5602016,0.58253706,0.41746297
S180,0.58813685,0.41186312
SRR5602145,0.352208,0.647792
