,root:Elder,root:Young
SRR5602329,0.5231922,0.4768077
SRR5602278,0.03438879,0.96561116
SRR3679963,0.41167566,0.5883243
SRR5602230,0.5029294,0.49707058
SRR5602147,0.047013916,0.9529861
SRR5602132,0.5183631,0.4816369
SRR3680065,0.3952741,0.6047259
SRR5601994,0.42604515,0.5739549
SRR5602060,0.5360264,0.4639736
SRR5602281,0.38201508,0.61798483
SRR5602183,0.5193526,0.48064741
SRR5602341,0.5014091,0.49859086
SRR5602338,0.5122868,0.48771328
SRR5602192,0.50746435,0.4925357
SRR3679987,0.05899208,0.941008
SRR3680064,0.51003534,0.4899647
SRR5602316,0.35307255,0.6469274
SRR3680043,0.47993222,0.5200677
SRR5602130,0.38324407,0.61675596
SRR5601993,0.48479477,0.5152052
SRR5610011,0.058370184,0.9416298
SRR5601984,0.5114025,0.48859742
SRR5602328,0.5203173,0.47968262
SRR5602031,0.5169685,0.4830315
SRR3679989,0.3794716,0.6205284
SRR3680085,0.34795672,0.6520432
SRR3679930,0.5015378,0.4984622
SRR3679936,0.37370077,0.6262992
SRR5602245,0.037025947,0.96297413
SRR3679940,0.4700596,0.5299404
SRR5602022,0.47348568,0.5265143
SRR3680074,0.43855688,0.5614431
SRR5609970,0.04701103,0.9529889
SRR5602212,0.07698892,0.92301106
SRR3680080,0.47787696,0.52212304
SRR5602286,0.5271345,0.47286552
SRR3679996,0.52839506,0.47160494
SRR5602175,0.5125426,0.4874574
SRR5602267,0.43365607,0.566344
SRR3680063,0.4280452,0.5719548
K316,0.22451738,0.7754826
SRR5601988,0.090167426,0.90983254
SRR5602062,0.43216726,0.56783265
SRR3680024,0.028621843,0.97137815
SRR5602203,0.5274717,0.47252828
C002,0.50989383,0.49010614
SRR5602032,0.4964962,0.5035038
SRR5602176,0.18477613,0.8152239
SRR5601924,0.5043178,0.49568212
SRR3679968,0.5282617,0.4717383
SRR5602246,0.04573734,0.9542627
K105,0.51027495,0.48972502
SRR3680048,0.4158321,0.5841679
SRR5601926,0.44488597,0.55511403
SRR5602337,0.5014091,0.49859086
