,root:Elder,root:Young
K113,0.20075233,0.7992477
SRR5602278,0.6750923,0.32490772
SRR3680042,0.6460339,0.35396615
SRR5602076,0.3380149,0.6619851
SRR5602217,0.46177605,0.538224
SRR5601981,0.5551277,0.44487235
SRR5602195,0.6724243,0.3275757
SRR5601965,0.3230417,0.67695826
SRR5602140,0.5541582,0.44584182
SRR3680055,0.6759631,0.32403693
SRR5602226,0.67515075,0.32484922
SRR5602117,0.6730091,0.32699093
SRR5610010,0.66228145,0.3377185
SRR5602261,0.52042687,0.47957316
SRR5602224,0.12125355,0.8787464
SRR5602192,0.23484609,0.7651539
SRR5602178,0.12028489,0.87971514
SRR5601992,0.14324798,0.85675204
SRR3680031,0.6333868,0.36661324
SRR5602130,0.14768393,0.8523161
C007,0.14790027,0.8520997
SRR5601942,0.6623489,0.33765113
K301,0.23468433,0.76531565
SRR5601993,0.6336709,0.36632907
SRR5610011,0.18938336,0.8106167
SRR5602265,0.17317605,0.8268239
SRR5602293,0.27755275,0.7224472
K304,0.6067868,0.39321318
SRR5601985,0.6081677,0.3918323
SRR5610014,0.6758727,0.32412735
SRR5602058,0.60245055,0.39754948
K108,0.67441255,0.32558748
SRR5601982,0.54922044,0.45077956
SRR3680053,0.667859,0.33214098
SRR5602118,0.34600112,0.65399885
SRR3680074,0.6586217,0.34137833
SRR3680068,0.5153335,0.48466653
SRR5602232,0.6383352,0.36166477
SRR3680083,0.672501,0.32749906
SRR3679996,0.66397554,0.33602443
SRR5602213,0.1390704,0.8609296
SRR3679991,0.6319008,0.36809918
SRR5601988,0.6731012,0.32689884
SRR5602271,0.121744856,0.8782551
SRR5602313,0.6759629,0.32403708
SRR3680049,0.121744856,0.8782551
SRR3680070,0.6357681,0.36423188
SRR5602177,0.6759631,0.32403693
SRR5602318,0.6665843,0.33341572
SRR5602187,0.11895377,0.88104624
SRR5602174,0.586764,0.413236
SRR5602297,0.6759631,0.32403693
SRR5602094,0.6758467,0.32415327
SRR5602020,0.675963,0.324037
SRR5602025,0.6380266,0.3619734
