,root:Elder,root:Young
K106,0.6246666,0.37533343
SRR3680078,0.12125439,0.87874556
K306,0.25515693,0.74484307
SRR5601925,0.6233823,0.37661773
SRR5602038,0.64055586,0.3594442
SRR5602278,0.640235,0.359765
SRR5602201,0.59972775,0.40027225
SRR5601932,0.64037865,0.35962132
SRR5602233,0.6212404,0.37875965
SRR5601965,0.61444217,0.3855578
SRR5601967,0.1238042,0.8761958
SRR5602280,0.11196576,0.8880343
SRR5602226,0.6470236,0.3529764
SRR5602343,0.12987648,0.87012345
SRR5610012,0.65316015,0.34683982
SRR5602273,0.1128574,0.88714254
SRR5602167,0.62341404,0.37658596
SRR5602215,0.11299305,0.887007
SRR5602130,0.15474309,0.84525687
SRR5602005,0.6406149,0.35938504
SRR5602199,0.64015955,0.35984042
SRR5601984,0.6103031,0.3896968
SRR5602057,0.6432998,0.35670012
SRR5602328,0.6432045,0.35679543
SRR5602131,0.5154716,0.4845284
SRR5602250,0.6405418,0.3594582
SRR3680079,0.63604826,0.3639517
SRR5602031,0.28912845,0.7108715
SRR3679965,0.653502,0.34649798
SRR5602317,0.63963723,0.3603628
SRR3680011,0.65084624,0.3491538
SRR5602093,0.52275723,0.47724277
SRR3680044,0.6406149,0.35938504
SRR3680074,0.6296314,0.37036857
SRR5602095,0.6406149,0.35938504
SRR5601927,0.63292795,0.36707202
SRR3679991,0.5450277,0.4549724
K316,0.12528372,0.8747163
SRR5802183,0.11634762,0.8836523
SRR5602062,0.11191786,0.88808215
SRR5602330,0.6250122,0.3749878
SRR5602066,0.56791854,0.4320815
SRR5602231,0.6433688,0.35663125
SRR5602247,0.36331588,0.63668406
SRR5602313,0.64061326,0.35938674
SRR5602252,0.6399468,0.36005315
SRR5602257,0.60001713,0.3999829
SRR5602331,0.6404204,0.3595796
SRR3680007,0.6406149,0.35938507
SRR5602094,0.64805615,0.35194385
SRR3680048,0.6328174,0.36718264
SRR5601986,0.53471816,0.46528184
SRR5602332,0.25712982,0.7428702
SRR3680028,0.11568282,0.88431716
SRR5602165,0.45587248,0.5441276
