,root:Pupils,root:kindergarten,root:mid_age,root:mid_school,root:youth
TQ102,0.12348349,0.14617217,0.09519211,0.13143066,0.5037216
TQ103,0.122843966,0.18668428,0.17304945,0.054761406,0.46266088
TQ104,0.16365483,0.08032321,0.079726085,0.1250624,0.5512335
TQ105,0.11203712,0.21270694,0.15872732,0.051643256,0.4648853
TQ106,0.12627181,0.18939091,0.088135354,0.16546975,0.43073213
TQ107,0.11862738,0.1022507,0.0934311,0.10544552,0.5802453
TQ108,0.12310949,0.13650216,0.1177076,0.1012321,0.5214487
TQ109,0.13613693,0.11173191,0.08631849,0.13472514,0.53108746
TQ11,0.2688266,0.058079448,0.29482317,0.12872444,0.24954642
TQ110,0.15908508,0.06874012,0.10799192,0.11397708,0.5502058
TQ111,0.113764375,0.11678028,0.09608528,0.10394243,0.5694276
TQ112,0.12982808,0.16082942,0.06505319,0.20449941,0.43978995
TQ113,0.18892518,0.12828827,0.11773297,0.16705978,0.3979938
TQ114,0.12664124,0.09645664,0.07938322,0.12009833,0.57742053
TQ115,0.15176421,0.123003565,0.09571711,0.14961964,0.4798955
TQ116,0.12001,0.09225871,0.10521963,0.0954636,0.58704805
TQ117,0.13562746,0.16246547,0.11645564,0.12822619,0.45722523
TQ118,0.12842119,0.16775277,0.09510587,0.14473149,0.46398866
TQ119,0.16261949,0.13772692,0.21814299,0.13644767,0.34506297
TQ12,0.13609369,0.08273097,0.075355984,0.11709439,0.588725
TQ121,0.11341823,0.1043206,0.072263144,0.12217767,0.5878203
TQ122,0.17637435,0.15962449,0.07197212,0.24649557,0.34553343
TQ124,0.14358582,0.10604479,0.113692135,0.114546366,0.5221309
TQ125,0.16405796,0.082120694,0.07567208,0.12954888,0.54860044
TQ127,0.2144162,0.053374216,0.15746225,0.10707907,0.46766824
TQ128,0.1356885,0.11489824,0.09132982,0.13153604,0.5265474
TQ129,0.17115153,0.14986828,0.07540487,0.22489624,0.37867907
TQ13,0.19887368,0.091114156,0.36931878,0.124559976,0.21613342
TQ130,0.12980607,0.18920623,0.09471002,0.15540043,0.4308772
TQ131,0.16664076,0.16355413,0.07962477,0.22471449,0.36546585
TQ132,0.11915751,0.11808915,0.13762982,0.10494949,0.520174
TQ133,0.1497237,0.076740734,0.12975408,0.10574609,0.5380354
TQ135,0.12491535,0.1637185,0.27613068,0.0612586,0.3739768
TQ136,0.12350037,0.102031894,0.0870224,0.11503994,0.57240534
TQ137,0.16733328,0.11539097,0.11432626,0.1417935,0.46115604
TQ139,0.2527962,0.049793,0.13298741,0.12344485,0.44097856
TQ14,0.15867265,0.22022808,0.30465612,0.059787747,0.2566555
TQ140,0.11156746,0.1109987,0.08343283,0.11239669,0.58160436
TQ141,0.13535295,0.08347683,0.10461815,0.21000552,0.4665465
TQ15,0.2828193,0.031811807,0.31685066,0.1320342,0.23648402
TQ16,0.14368662,0.106796935,0.21578367,0.14908193,0.38465083
TQ19,0.16379088,0.08596987,0.085684836,0.13132694,0.5332275
TQ2,0.24803826,0.08259364,0.2835565,0.12684922,0.25896245
TQ20,0.1499812,0.09670964,0.094998226,0.1258794,0.5324316
TQ21,0.117608294,0.15655167,0.08821832,0.13497414,0.5026475
TQ22,0.1565489,0.133352,0.0980137,0.16015679,0.45192865
TQ23,0.1456279,0.112955086,0.08290607,0.14822648,0.51028454
TQ24,0.11214233,0.09780112,0.12124575,0.08317148,0.58563936
TQ25,0.12703285,0.14608972,0.10088215,0.12805411,0.49794114
TQ26,0.13132855,0.09343413,0.13128343,0.088385746,0.55556816
TQ27,0.14317706,0.11861006,0.09022973,0.14315552,0.5048277
TQ28,0.12651843,0.10598292,0.08904893,0.11886194,0.5595878
TQ29,0.12661336,0.18987,0.095461264,0.15124474,0.43681067
TQ3,0.18756956,0.111049935,0.07705034,0.19424625,0.43008402
TQ30,0.12992883,0.098350756,0.12678877,0.09117207,0.55375963
TQ31,0.11990794,0.10822622,0.083764635,0.11953482,0.5685664
TQ33,0.16106927,0.10200799,0.08119473,0.15080369,0.5049243
TQ35,0.14180927,0.1056832,0.08827789,0.13304944,0.53118014
TQ36,0.16775894,0.07274394,0.10004481,0.10807644,0.55137587
TQ38,0.16697504,0.08937722,0.076821916,0.14152296,0.52530295
TQ39,0.17073397,0.102228515,0.07648215,0.15962176,0.4909336
TQ4,0.18748167,0.061725162,0.08340234,0.14503512,0.5223557
TQ42,0.1346399,0.10948428,0.09429464,0.124184035,0.53739715
TQ43,0.106094584,0.11297978,0.113012984,0.08393453,0.5839781
TQ44,0.12767036,0.1668732,0.08917234,0.15317608,0.46310806
TQ45,0.12973267,0.1399181,0.10289729,0.12824732,0.49920467
TQ46,0.09325622,0.10170657,0.08421559,0.091162235,0.62965935
TQ48,0.12659638,0.12111004,0.09164123,0.12632315,0.5343292
TQ49,0.12717234,0.21799354,0.093148746,0.16318268,0.3985027
TQ5,0.20394588,0.13221492,0.12052599,0.17844546,0.36486772
TQ50,0.15330239,0.14904965,0.110060915,0.15317342,0.43441364
TQ51,0.1382098,0.11194754,0.085830994,0.13736324,0.5266484
TQ53,0.15301213,0.077399425,0.1789265,0.07856164,0.5121003
TQ54,0.10230994,0.124993734,0.103560135,0.089893274,0.5792429
TQ55,0.10499367,0.102401234,0.086207874,0.09962514,0.60677207
TQ56,0.114187755,0.13879932,0.102872,0.10887117,0.53526974
TQ57,0.15501152,0.090411946,0.07677028,0.13838643,0.53941983
TQ58,0.15491015,0.08225201,0.094619796,0.11724461,0.5509734
TQ59,0.15059584,0.14678691,0.11318371,0.147202,0.4422316
TQ6,0.073033,0.1256696,0.13429077,0.06832472,0.5986819
TQ61,0.09524231,0.10777527,0.0714693,0.10549141,0.6200217
TQ63,0.12517738,0.22183621,0.0934513,0.1481276,0.41140753
TQ65,0.151809,0.08212165,0.13314706,0.096184924,0.5367374
TQ66,0.118316144,0.111355126,0.09445844,0.109946616,0.5659237
TQ67,0.10668391,0.10723737,0.09930029,0.0935143,0.59326416
TQ68,0.15554896,0.18480109,0.067720674,0.25295562,0.33897367
TQ69,0.14137731,0.20786962,0.10248518,0.1598572,0.3884107
TQ7,0.16089515,0.13143659,0.1276628,0.12947209,0.45053342
TQ70,0.13351734,0.16572468,0.11222988,0.12658297,0.46194515
TQ71,0.110561356,0.116720356,0.09421467,0.10438888,0.57411474
TQ72,0.1576473,0.085734084,0.121321686,0.105065174,0.5302318
TQ73,0.109321594,0.12697697,0.08791597,0.113717265,0.5620682
TQ74,0.15396006,0.10260248,0.07725726,0.15040502,0.51577514
TQ75,0.16859719,0.09945333,0.08729907,0.14849316,0.49615732
TQ76,0.15356225,0.076412745,0.07118428,0.11919975,0.579641
TQ77,0.12552546,0.11733517,0.08537446,0.12947924,0.5422856
TQ78,0.099412695,0.12295562,0.08731605,0.10188201,0.58843356
TQ79,0.14088568,0.1049348,0.08458651,0.1358848,0.53370816
TQ8,0.14457366,0.14643341,0.11092255,0.14294815,0.45512226
TQ80,0.12147697,0.109251775,0.13054183,0.085789524,0.55293983
TQ81,0.12733746,0.165145,0.0764847,0.1759759,0.45505694
TQ82,0.16604199,0.110282354,0.08399949,0.1619752,0.47770104
TQ85,0.114627525,0.10460534,0.102676585,0.09624563,0.5818449
TQ86,0.1520654,0.16843365,0.12051856,0.1466844,0.41229796
TQ87,0.16489126,0.088222854,0.1376766,0.104396194,0.5048131
TQ89,0.15547246,0.09202116,0.081578,0.13567941,0.535249
TQ9,0.16826965,0.1334287,0.095342815,0.1962829,0.40667593
TQ90,0.16547734,0.13521726,0.10026647,0.16734217,0.43169677
TQ92,0.13036983,0.2000262,0.0993945,0.15006183,0.4201477
TQ93,0.1311505,0.11292206,0.101181634,0.11713384,0.537612
TQ94,0.12997319,0.10667841,0.10630134,0.10676218,0.5502848
TQ95,0.15992822,0.10793671,0.07903989,0.1591006,0.4939946
TQ96,0.16749023,0.16085723,0.0806528,0.22525151,0.36574823
TQ97,0.15709324,0.099715255,0.079064876,0.14936528,0.5147613
TQ98,0.1276675,0.09740736,0.09557306,0.10941662,0.56993544
TQ99,0.1508391,0.103129864,0.094125584,0.1329686,0.5189369
TZ20,0.29799053,0.027542038,0.32222608,0.12720013,0.2250412
TZ7,0.19387293,0.13593777,0.123698145,0.17320298,0.3732881
TZ95,0.17410533,0.07903387,0.19675283,0.09124967,0.45885834
TZ55,0.3132377,0.0528835,0.30664632,0.11580138,0.21143118
TZ86,0.28382087,0.030882355,0.3179625,0.1320052,0.2353291
TZ114,0.1409474,0.27550477,0.09913556,0.09621126,0.38820094
TZ66,0.1560197,0.071043,0.07188273,0.11242119,0.58863336
TZ15,0.1791009,0.22840379,0.15370223,0.08282897,0.35596412
TZ109,0.14238206,0.13807872,0.09696265,0.14617813,0.4763984
TZ85,0.18588763,0.15165205,0.07243496,0.24428582,0.3457396
TZ115,0.22402273,0.04208722,0.2663138,0.15730178,0.3102745
TZ71,0.14325336,0.20633422,0.11311937,0.13144767,0.40584546
TZ62,0.17791528,0.11321556,0.29436594,0.13687454,0.27762872
TZ64,0.14121157,0.2189904,0.10678939,0.13810675,0.3949019
TZ112,0.28328824,0.03119825,0.31753686,0.13207707,0.23589963
TZ63,0.22253916,0.099960856,0.24483915,0.088065974,0.34459487
TZ93,0.20312141,0.10272034,0.35258654,0.081869245,0.25970238
TZ74,0.18047552,0.17560649,0.09214493,0.20785631,0.34391686
TZ65,0.124364704,0.1702842,0.18076658,0.07776477,0.44681963
TZ45,0.21363866,0.076724954,0.26281378,0.118251346,0.3285713
TZ11,0.15280128,0.08945313,0.07449113,0.13449413,0.5487603
TZ53,0.17715266,0.14653413,0.13165285,0.15208267,0.3925777
TZ44,0.17143159,0.12715138,0.09353685,0.17658001,0.43130022
TZ34,0.14602455,0.09287522,0.16741274,0.10075303,0.4929344
TZ59,0.15497036,0.0726778,0.07152487,0.11447199,0.586355
TZ73,0.07432407,0.21453133,0.08783183,0.06785146,0.5554613
TZ94,0.11928544,0.12476127,0.12547824,0.08690023,0.5435748
TZ16,0.1915074,0.06599865,0.20745805,0.12811133,0.40692464
TZ102,0.289284,0.03613682,0.107151404,0.24252631,0.32490146
TZ38,0.16116749,0.07311464,0.084180795,0.11586657,0.5656705
TZ24,0.18524936,0.12926148,0.2563735,0.09769137,0.33142433
TZ58,0.1614405,0.12629318,0.22262429,0.11175111,0.37789088
TZ28,0.19213217,0.115491524,0.3234956,0.12724079,0.24163985
TZ83,0.11153125,0.31521508,0.11307446,0.09128094,0.36889827
TZ33,0.12108274,0.10273204,0.13693567,0.09240405,0.5468456
TZ29,0.17039311,0.16635588,0.10446239,0.17869575,0.38009283
TZ22,0.21063223,0.10345148,0.2648444,0.13226393,0.28880793
TZ107,0.16817357,0.17349046,0.06993216,0.25605547,0.33234832
TZ12,0.13188206,0.20240426,0.06461703,0.23900875,0.36208788
TZ32,0.07922547,0.10483012,0.059437137,0.10093329,0.65557396
TZ78,0.162733,0.13800469,0.21448936,0.137864,0.3469089
TZ6,0.13127558,0.31694344,0.118086115,0.07622616,0.35746866
TZ111,0.18411538,0.1620893,0.07149009,0.25722387,0.32508138
TZ47,0.13346931,0.17497899,0.10008358,0.15101068,0.4404575
TZ88,0.13950314,0.14352661,0.13784875,0.1056558,0.4734657
TZ30.1,0.28292316,0.031076651,0.31544986,0.13243769,0.23811261
TZ108,0.31531802,0.034365483,0.30652857,0.12119512,0.22259282
TZ19,0.16896588,0.12385133,0.25552115,0.12279296,0.3288687
TZ40,0.18407102,0.148704,0.07168355,0.23654893,0.35899258
TZ91,0.1824018,0.12514937,0.080241375,0.19735259,0.4148548
TZ52,0.4060144,0.06322581,0.10787534,0.14790419,0.2749802
TZ37,0.18337472,0.1255468,0.09175092,0.19519639,0.40413117
TZ101,0.11497238,0.1523182,0.07052189,0.16238035,0.49980718
TZ57,0.13663745,0.19814967,0.061107315,0.2612045,0.34290105
TZ81,0.21898095,0.06020163,0.16668637,0.19574672,0.3583843
TZ13,0.09227614,0.2650087,0.12070659,0.080447204,0.44156137
TZ89,0.14641292,0.094570935,0.09198554,0.12391181,0.5431188
TZ4,0.18003315,0.12850612,0.079431586,0.2000554,0.41197374
TZ87,0.13589157,0.10630827,0.09981259,0.119751975,0.53823555
TZ3,0.16438816,0.09986012,0.10269856,0.13751502,0.49553818
TZ5,0.15497853,0.07467402,0.077786826,0.113819584,0.5787411
TZ8,0.25639918,0.035729975,0.24390788,0.08087424,0.38308877
TZ26,0.18824542,0.14513858,0.073256835,0.23891309,0.3544461
TZ75,0.24044204,0.09239958,0.26825395,0.12760489,0.27129954
TZ80,0.26088032,0.0979435,0.27013186,0.08479327,0.28625107
TZ60,0.27350107,0.036934156,0.3100194,0.13340692,0.24613845
TZ30,0.21752384,0.08486816,0.11149528,0.17778076,0.40833193
TZ56,0.15821666,0.10494118,0.15284449,0.09983473,0.48416293
TZ41,0.17295358,0.124879114,0.09558593,0.17277502,0.4338063
TZ76,0.15566748,0.18963325,0.099857576,0.15751725,0.39732438
TZ9,0.2660402,0.03699976,0.30081403,0.13681403,0.25933188
TZ50,0.29572618,0.035150554,0.10551313,0.2463472,0.3172629
TZ77,0.17196608,0.10795402,0.44033366,0.07474629,0.20499988
TZ68,0.16052657,0.16406505,0.107819594,0.16001084,0.4075779
TZ82,0.29339463,0.06297534,0.15311536,0.18614121,0.30437347
TZ104,0.28400365,0.030774565,0.31810838,0.13198034,0.23513313
TZ110,0.1531265,0.20110172,0.07610145,0.20680891,0.36286142
TZ96,0.15740123,0.18487637,0.30014652,0.070681624,0.28689426
TZ67,0.1428042,0.08860537,0.086473785,0.13084647,0.5512702
TZ92,0.18132935,0.17601007,0.37868267,0.11578704,0.14819092
TZ113,0.19162104,0.070850514,0.19856307,0.12102134,0.41794407
TZ105,0.124937356,0.107500374,0.16337767,0.075123146,0.52906144
TZ69,0.15126655,0.12774998,0.12789363,0.12218955,0.47090027
TZ48,0.13153791,0.100509994,0.15078536,0.09559856,0.5215682
TZ103,0.20836747,0.11462511,0.15117092,0.13944438,0.3863921
TZ61,0.17796275,0.13604683,0.09451422,0.19243571,0.39904046
TL100,0.25924608,0.057542607,0.28570455,0.13268492,0.26482195
TL30,0.15289168,0.17791128,0.100027725,0.17875774,0.3904115
TL107,0.12533312,0.14551285,0.11145543,0.11492613,0.50277245
TL106,0.28091663,0.062045045,0.29543787,0.12305289,0.2385476
TL80,0.16541874,0.13521633,0.22044027,0.13642266,0.342502
TL76,0.16361453,0.084137,0.08021766,0.13230361,0.53972715
TL65,0.12163059,0.11641325,0.12457344,0.08921251,0.5481702
TL7,0.13521993,0.18728425,0.06922617,0.21868335,0.3895863
TL96,0.26319888,0.03592853,0.30796742,0.13700178,0.2559033
TL86,0.11416416,0.120988116,0.11053024,0.09433072,0.5599868
TL103,0.12580244,0.10633912,0.11657987,0.097989134,0.5532894
TL95,0.12858672,0.10005656,0.160298,0.079040825,0.5320178
TL111,0.14421882,0.117019035,0.08244183,0.15226123,0.5040591
TL61,0.17702027,0.20699014,0.10993562,0.19226797,0.31378603
TL94,0.09377792,0.19765218,0.21130306,0.05186708,0.44539973
TL62,0.25067115,0.073316485,0.28045842,0.12798189,0.26757205
TL63,0.13001022,0.30688208,0.17030218,0.064814374,0.32799116
TL37,0.15931259,0.07978101,0.074100375,0.12472877,0.5620772
TL116,0.1064992,0.09573979,0.077341266,0.10500778,0.615412
TL31,0.19186272,0.08211506,0.11745967,0.13475633,0.47380632
TL118,0.13802613,0.16442463,0.109419405,0.12792678,0.4602031
TL13,0.15568234,0.101486176,0.0872095,0.1440653,0.5115566
TL121,0.12555109,0.07615622,0.073955365,0.11281438,0.6115229
TL57,0.18438064,0.16797382,0.069173805,0.2679106,0.31056115
TL87,0.20270549,0.09377945,0.21909682,0.081057675,0.40336052
TL64,0.17975895,0.06929926,0.13726191,0.11455592,0.49912405
TL2,0.16198799,0.09302341,0.1370985,0.10642728,0.5014629
TL108,0.13003099,0.11983428,0.10547679,0.11586719,0.5287907
TL73,0.28375533,0.03185111,0.31687918,0.13162524,0.23588915
TL55,0.15781468,0.07062657,0.07297539,0.11339412,0.5851893
TL109,0.1576759,0.16477425,0.07207241,0.22839665,0.3770808
TL77,0.22362381,0.051602818,0.14777154,0.1517611,0.42524073
TL38,0.10561786,0.15898372,0.087815516,0.117713936,0.52986896
TL12,0.11418883,0.19547169,0.1790541,0.06529067,0.44599465
TL67,0.10328954,0.13924095,0.108069755,0.089033484,0.5603663
TL10,0.28669629,0.03122535,0.3182011,0.13090177,0.23297553
TL3,0.2881992,0.033006914,0.31698453,0.12992164,0.23188765
TL14,0.18770555,0.14289539,0.36617634,0.07592503,0.22729766
TL97,0.2139762,0.16942045,0.35860735,0.096865766,0.16113015
TL123,0.1720444,0.14867878,0.07797898,0.22002873,0.38126913
TL6,0.16706525,0.19441934,0.072923884,0.22962189,0.33596966
100a,0.17192274,0.16009663,0.12496798,0.1669049,0.37610775
TL120,0.066059925,0.20111486,0.12116118,0.053697262,0.55796677
TL54,0.15358426,0.107318394,0.12412301,0.11640821,0.4985662
TL117,0.17314109,0.09918881,0.13056706,0.14092015,0.45618287
TL44,0.1857772,0.06672736,0.11673693,0.11669074,0.51406777
TL71,0.12173772,0.15386371,0.30371124,0.06971868,0.35096863
TL20,0.15479994,0.11200458,0.07673871,0.1612447,0.4952121
TL1,0.123382576,0.15413044,0.10465187,0.118695304,0.49913985
TL124,0.21793786,0.14252704,0.12920114,0.1357103,0.3746237
TL78,0.16291492,0.08465827,0.09624704,0.12318614,0.5329937
TL105,0.12886924,0.15905163,0.087506,0.15547736,0.46909583
TL81,0.16100433,0.2475013,0.13375543,0.09806075,0.35967815
TL91,0.12834479,0.08875107,0.0671846,0.1246358,0.5910837
TL66,0.17441744,0.09860052,0.15172406,0.10791061,0.46734738
TL92,0.117514305,0.14018948,0.12544063,0.08896946,0.52788615
TL88,0.15247138,0.09012273,0.087478206,0.15395851,0.5159691
TL60,0.12463895,0.20145306,0.109474346,0.11758241,0.4468512
TL69,0.285462,0.030790491,0.31843543,0.13150413,0.23380801
TL93,0.13427207,0.08250074,0.13084283,0.091808155,0.56057614
TL113,0.12627205,0.15388432,0.11248778,0.114298776,0.49305713
TL59,0.15298763,0.090893246,0.1030057,0.120444566,0.5326688
TL115,0.1289597,0.14503217,0.12958051,0.08693307,0.50949454
TL85,0.16881016,0.13878487,0.0934268,0.18280938,0.4161688
TL4,0.25055653,0.038714226,0.25121546,0.087836556,0.37167722
TL39,0.12507951,0.14350392,0.10673908,0.11898569,0.5056918
TL16,0.05962238,0.09745663,0.11373874,0.06810297,0.6610793
TL114,0.1421629,0.1377122,0.08754586,0.159477,0.47310203
TL129,0.19609505,0.1396757,0.098386995,0.21054713,0.35529515
TL102,0.1520736,0.13190977,0.0782355,0.18294723,0.45483384
TL110,0.121159755,0.14424996,0.17547539,0.067238204,0.49187666
TL84,0.17213646,0.10204135,0.4054221,0.120250784,0.20014927
TL112,0.120187946,0.14462805,0.18267064,0.074546956,0.47796637
TL74,0.12654786,0.19514085,0.09513678,0.14926486,0.43390962
TL70,0.1544761,0.15402642,0.101098545,0.16824432,0.42215458
TL99,0.18191536,0.13982445,0.09248169,0.20018463,0.38559392
TL82,0.13202144,0.119932786,0.083574876,0.13998425,0.5244866
TL18,0.29646978,0.034663633,0.3138237,0.12513793,0.22990502
TL23,0.18498458,0.15541184,0.07140741,0.24968633,0.3385099
TL83,0.22377318,0.09410567,0.25312418,0.11448786,0.3145091
100b,0.17344359,0.15879412,0.13467522,0.15684149,0.37624556
TL90,0.24478124,0.074066736,0.17719404,0.12784015,0.37611783
TL27,0.15897769,0.07655371,0.1903051,0.07813689,0.49602664
TL5,0.20010965,0.107796796,0.25800326,0.12259575,0.31149453
TL58,0.09876936,0.10350767,0.113044955,0.08105463,0.60362333
TL119,0.16420105,0.13614723,0.21948536,0.13647524,0.34369108
