Samples	TL18	TL87	TL23	TL63	TL120	TL6	TL14	TL92	TL81	TL57	TL71	TL73	TL96	100a	TL91	TL59	TL16	TL77	TL30	TL102	TL117	TL2	TL109	TL64	TL76	TL112
k__Bacteria;p__Proteobacteria;c__Pseudomonadales;o__Gammaproteobacteria;f__Moraxellaceae;g__Psychrobacter;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__Lachnospiraceae;g__Incertae_Sedis;s__	1.8542727078871488e-05	1.2124886329190664e-05	0.0	0.00017032873445750298	3.1944289159705475e-05	0.0	2.3144397898488667e-05	0.00028621662509710916	0.0	0.0	0.0	1.6890465332319907e-05	0.0	9.687810312674078e-05	5.452760914609764e-05	0.0	0.0	2.819840397033528e-05	0.0	1.5840831326828033e-05	0.0	1.8396217737633138e-05	0.00021885130421699103	1.4940983116689078e-05	2.4427182568762522e-05	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidales;o__Bacteroidia;f__Prevotellaceae;g__Prevotella;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Selenomonadales;o__Negativicutes;f__Veillonellaceae;g__Veillonella;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacillales;o__Bacilli;f__Bacillaceae;g__None;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacillales;o__Bacilli;f__Planococcaceae;g__Lysinibacillus;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidales;o__Bacteroidia;f__Rikenellaceae;g__Alistipes;s__	0.0	1.2124886329190664e-05	0.0	0.00017032873445750298	0.00011180501205896917	5.522878524286858e-05	2.3144397898488667e-05	2.7258726199724685e-05	3.2460155159541666e-05	0.0	3.213522502691325e-05	6.756186132927963e-05	0.00013971358714634998	0.0	1.8175869715365882e-05	0.0	0.0	7.049600992583821e-05	0.00030007001633714533	0.00017424914459510834	0.0	0.0	9.57474455949336e-05	0.0001344688480502017	0.0	6.430661393524324e-05
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__None;g__None;s__	1.8542727078871488e-05	9.699909063352531e-05	0.0	0.0	0.00038333146991646565	0.0	4.6288795796977335e-05	0.0	0.0	0.00035427169914157235	0.0	0.0	0.0	0.0	9.087934857682941e-06	7.39349668031999e-05	0.0	0.0	0.0	0.00023761246990242047	0.0	0.0	0.0001914948911898672	0.0	0.0	0.0004501462975467026
k__Bacteria;p__Bacteroidetes;c__Bacteroidales;o__Bacteroidia;f__Prevotellaceae;g__Prevotella;s__	0.0	2.424977265838133e-05	0.0020947725902180467	0.0	0.00047916433739558214	0.0	0.0008794871201425695	0.0	0.0	0.00010900667665894537	0.004466796278740942	0.0	1.7464198393293748e-05	0.0	0.0	0.002957398672127996	0.0	0.0	0.0	0.001061335698897478	0.012759950805008944	0.0	9.57474455949336e-05	0.0	0.0	0.0002250731487733513
k__Bacteria;p__Bacteroidetes;c__Bacteroidales;o__Bacteroidia;f__Bacteroidaceae;g__Bacteroides;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.451745239944937e-05	0.0	0.0	0.00014460851262110963	0.0	0.0	0.0	0.0	1.4786993360639981e-05	0.0	0.0	0.0	0.0	6.987924865831842e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidales;o__Bacteroidia;f__Prevotellaceae;g__Alloprevotella;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.213522502691325e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4940983116689078e-05	0.0	3.215330696762162e-05
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__Family_XIII;g__Mogibacterium;s__	9.271363539435744e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6067612513456625e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.819840397033528e-05	1.667055646317474e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__Ruminococcaceae;g__Incertae_Sedis;s__	1.8542727078871488e-05	2.424977265838133e-05	0.0	0.000510986203372509	0.00038333146991646565	2.761439262143429e-05	0.0	4.088808929958703e-05	0.00011361054305839582	0.001062815097424717	0.0007230425631055481	1.6890465332319907e-05	0.00013971358714634998	0.0	0.0003544294594496346	0.0002365918937702397	0.0004287571574783546	0.00012689281786650876	1.667055646317474e-05	4.75224939804841e-05	0.0014395125223613597	0.00023915083058923087	1.367820651356194e-05	0.0	0.0	0.0029902575479888106
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__Ruminococcaceae;g__Intestinimonas;s__	3.7085454157742976e-05	0.0	0.0	0.0	0.0	2.761439262143429e-05	6.943319369546602e-05	6.814681549931172e-05	0.0003083714740156458	2.725166916473634e-05	0.0	0.0	3.492839678658749e-05	0.0	3.6351739430731764e-05	0.0	2.766175209537772e-05	0.0	0.0	3.1681662653656065e-05	1.3975849731663684e-05	0.0005702827498666273	2.735641302712388e-05	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__Ruminococcaceae;g__Incertae_Sedis;s__	1.8542727078871488e-05	0.0	3.1738978639667385e-05	0.0	0.0	0.0	0.0	1.3629363099862344e-05	0.0	0.0	4.820283754036988e-05	0.0	1.7464198393293748e-05	0.0	9.087934857682941e-06	0.0	0.0	0.0	0.0	0.0	1.3975849731663684e-05	0.0	5.471282605424776e-05	0.0	6.10679564219063e-05	0.001768431883219189
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__Lachnospiraceae;g__None;s__	0.0001483418166309719	2.424977265838133e-05	0.0009839083378296886	8.516436722875149e-05	0.0004631921928157294	2.761439262143429e-05	9.257759159395467e-05	2.7258726199724685e-05	0.0002921413964358749	0.0001907616841531544	0.0002731494127287626	0.0	1.7464198393293748e-05	7.265857734505559e-05	0.001372278163510124	0.0002513788871308797	0.0	8.459521191100583e-05	0.0006168105891374656	0.0006653149157267774	0.000754695885509839	5.518865321289943e-05	0.0003829897823797344	7.470491558344539e-05	0.0004885436513752504	0.0007395260602552973
k__Bacteria;p__Bacteroidetes;c__Bacteroidales;o__Bacteroidia;f__Bacteroidaceae;g__Bacteroides;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.639680794067056e-05	0.0	0.0	0.0	1.8396217737633138e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__Lachnospiraceae;g__None;s__	0.0	1.2124886329190664e-05	0.0	0.0	0.00031944289159705467	0.0	0.00032402157057884136	6.814681549931172e-05	0.002028759697471354	0.0013080801199073446	0.00019281135016147952	0.0	1.7464198393293748e-05	2.4219525781685195e-05	4.5439674288414705e-05	0.0006802016945894392	0.0	1.409920198516764e-05	0.0	0.0	2.7951699463327367e-05	0.0	0.00015046027164918136	0.0	0.0	0.0002572264557409729
k__Bacteria;p__Firmicutes;c__Erysipelotrichales;o__Erysipelotrichia;f__Erysipelotrichaceae;g__Incertae_Sedis;s__	0.0	0.0	0.0	0.0	4.7916433739558206e-05	0.0	0.0	1.3629363099862344e-05	1.6230077579770833e-05	0.0	0.0	0.0	0.0	2.4219525781685195e-05	0.0	0.0	1.383087604768886e-05	0.0	0.0	0.0	0.0	0.0001471697419010651	2.735641302712388e-05	0.0	0.0	3.215330696762162e-05
k__Bacteria;p__Actinobacteria;c__Coriobacteriales;o__Coriobacteriia;f__Coriobacteriaceae;g__Gordonibacter;s__	0.0	0.0001333737496210973	0.0	0.0	7.986072289926368e-05	0.00015187915941788859	0.00020829958108639805	0.0	6.492031031908333e-05	0.0	1.6067612513456625e-05	0.0	1.7464198393293748e-05	0.0	2.726380457304882e-05	5.9147973442559925e-05	0.0	0.0	0.0	0.00014256748194145231	0.0	1.8396217737633138e-05	0.0	2.9881966233378163e-05	4.8854365137525044e-05	9.645992090286486e-05
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__Lachnospiraceae;g__None;s__	4.635681769717873e-05	0.000254622612913004	0.0	0.00022710497927667066	1.5972144579852738e-05	0.00042802308563223154	0.0006711875390561714	1.3629363099862344e-05	0.00032460155159541663	5.450333832947268e-05	0.00016067612513456626	0.0	0.0	0.0	4.5439674288414705e-05	0.00028095287385215964	0.0010096539514812867	0.00019738882779234696	5.001166938952422e-05	1.5840831326828033e-05	0.00033542039355992836	0.0	4.103461954068582e-05	0.0	0.0	9.645992090286486e-05
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__Lachnospiraceae;g__Blautia;s__	0.0	1.2124886329190664e-05	0.0	0.0006245386930108442	0.000303470747017202	1.3807196310717145e-05	0.0004397435600712848	1.3629363099862344e-05	0.0	0.0070309306445019756	0.000257081800215306	0.0	1.7464198393293748e-05	0.0	0.0	0.0	6.915438023844431e-05	0.0	0.0	0.0006494740843999492	0.0010062611806797854	0.0	5.471282605424776e-05	0.0	8.549513899066882e-05	0.00041799299057908106
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__Lachnospiraceae;g__Cellulosilyticum;s__	0.0	0.0	6.347795727933477e-05	5.6776244819167665e-05	7.986072289926368e-05	0.0	0.0	0.0	0.0	0.0	0.001076530038401594	0.0	6.985679357317499e-05	0.0	9.087934857682941e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__Peptostreptococcaceae;g__Incertae_Sedis;s__	2.781409061830724e-05	2.424977265838133e-05	0.0	0.0	0.0	0.0	0.0	1.3629363099862344e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.409920198516764e-05	0.0	0.0	0.0	0.0	0.0	1.4940983116689078e-05	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacillales;o__Bacilli;f__Family_XI;g__Gemella;s__	9.271363539435744e-06	9.699909063352531e-05	0.0	0.0	3.1944289159705475e-05	0.00022091514097147437	0.00023144397898488671	2.7258726199724685e-05	0.0003083714740156458	2.725166916473634e-05	3.213522502691325e-05	3.378093066463981e-05	0.00047153335661893116	0.0	3.6351739430731764e-05	2.9573986721279963e-05	2.766175209537772e-05	1.409920198516764e-05	1.667055646317474e-05	0.0	2.7951699463327367e-05	0.0	2.735641302712388e-05	0.00010458688181682356	0.00013434950412819386	3.215330696762162e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidales;o__Bacteroidia;f__Prevotellaceae;g__Paraprevotella;s__	0.0	0.0	0.0	0.0	0.0	0.0021539226244718748	0.0	0.0	0.0	0.0	0.0	0.0	0.00019210618232623125	4.843905156337039e-05	0.0	0.0	0.0	0.00015509122183684403	0.0032674290667822486	0.0	0.0	1.8396217737633138e-05	9.57474455949336e-05	1.4940983116689078e-05	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__Ruminococcaceae;g__None;s__	0.0001854272707887149	2.424977265838133e-05	0.0	0.0	6.388857831941095e-05	0.0	2.3144397898488667e-05	1.3629363099862344e-05	0.0	0.0	0.0	0.0	0.0007160321341250438	0.003051660248492335	0.0	0.0	0.0	1.409920198516764e-05	0.0	0.00025345330122924847	0.0	0.0014716974190106516	1.367820651356194e-05	0.0	0.0008793785724754508	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidales;o__Bacteroidia;f__Prevotellaceae;g__None;s__	0.0	0.0	3.1738978639667385e-05	0.00763640492817805	0.0	0.0	0.009743791515263731	1.3629363099862344e-05	0.0	2.725166916473634e-05	0.00016067612513456626	0.0	5.239259517988125e-05	0.0	0.0	4.436098008191994e-05	0.0	0.0	0.0	0.0	5.5903398926654734e-05	0.0	0.0	0.0	0.0	0.0001607665348381081
k__Bacteria;p__Actinobacteria;c__Coriobacteriales;o__Coriobacteriia;f__Coriobacteriaceae;g__None;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Selenomonadales;o__Negativicutes;f__Veillonellaceae;g__Allisonella;s__	0.00167811680063787	0.003685965444073962	0.007395182023042499	0.0	0.00022361002411793834	2.761439262143429e-05	2.3144397898488667e-05	1.3629363099862344e-05	8.115038789885416e-05	0.0005450333832947269	0.007969535806674486	1.6890465332319907e-05	1.7464198393293748e-05	2.4219525781685195e-05	0.002035697408120979	1.4786993360639981e-05	0.0010511465796243537	0.00018328962580717927	0.0001500350081685727	0.0138448865796477	0.00040529964221824687	0.0006622638385547933	0.0008890834233815262	0.005079934259674287	0.0006351067467878255	0.0002572264557409729
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__Defluviitaleaceae;g__Incertae_Sedis;s__	7.417090831548595e-05	0.0	0.0	0.0	3.1944289159705475e-05	2.761439262143429e-05	0.0	0.00023169917269765986	0.0	0.0	0.0	1.6890465332319907e-05	0.0	7.265857734505559e-05	3.6351739430731764e-05	0.0	0.0	4.2297605955502916e-05	0.0	3.1681662653656065e-05	0.0	1.8396217737633138e-05	1.367820651356194e-05	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Lactobacillales;o__Bacilli;f__Lactobacillaceae;g__Lactobacillus;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.492839678658749e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.57474455949336e-05	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__Lachnospiraceae;g__Epulopiscium;s__	0.0	2.424977265838133e-05	0.0	0.0	0.0005270807711351403	0.0	0.0	0.0	0.0	0.0	9.640567508073976e-05	0.00011823325732623933	6.985679357317499e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.5840831326828033e-05	0.0	0.0	0.0	0.0	0.0	9.645992090286486e-05
k__Bacteria;p__Firmicutes;c__Erysipelotrichales;o__Erysipelotrichia;f__Erysipelotrichaceae;g__Coprobacillus;s__	0.0	2.424977265838133e-05	0.0	2.8388122409583832e-05	0.0003513871807567602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4219525781685195e-05	0.0	0.0	0.0	0.0	0.0	3.1681662653656065e-05	1.3975849731663684e-05	0.0	2.735641302712388e-05	0.0	0.00010992232155943134	0.00012861322787048647
k__Bacteria;p__Bacteroidetes;c__Bacteroidales;o__Bacteroidia;f__Porphyromonadaceae;g__Parabacteroides;s__	9.271363539435744e-06	0.0	0.0	0.00011355248963833533	0.000303470747017202	0.0	2.3144397898488667e-05	2.7258726199724685e-05	1.6230077579770833e-05	0.0	0.0	0.0	0.0	0.0	1.8175869715365882e-05	0.0	0.0	1.409920198516764e-05	1.667055646317474e-05	0.0	0.0	0.0	0.001162647553652765	0.0	0.0	0.00012861322787048647
k__Bacteria;p__Firmicutes;c__Lactobacillales;o__Bacilli;f__Streptococcaceae;g__Streptococcus;s__	0.0	0.00010912397696271596	0.0	0.0013058536308408562	0.0	2.761439262143429e-05	0.004258569213321915	2.7258726199724685e-05	3.2460155159541666e-05	0.00010900667665894537	8.033806256728313e-05	0.0011823325732623936	0.0	2.4219525781685195e-05	0.00019993456686902468	0.0	1.383087604768886e-05	8.459521191100583e-05	0.0	0.0	0.0	0.000128773524163432	4.103461954068582e-05	0.0	2.4427182568762522e-05	0.0
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__Eubacteriaceae;g__Eubacterium;s__	0.0	0.0	0.0	0.0	0.00011180501205896917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8175869715365882e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.430661393524324e-05
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__Ruminococcaceae;g__Anaerotruncus;s__	1.8542727078871488e-05	0.00010912397696271596	0.0	0.0008232555498779311	0.0037215096871056883	1.3807196310717145e-05	6.943319369546602e-05	1.3629363099862344e-05	6.492031031908333e-05	2.725166916473634e-05	1.6067612513456625e-05	0.0	1.7464198393293748e-05	0.0	0.0004362208731687811	0.0	0.0	0.0011138369568282436	0.0	7.920415663414016e-05	0.00012578264758497318	0.0006070751853418937	0.00021885130421699103	0.0	0.0	0.001768431883219189
k__Bacteria;p__Fusobacteria;c__Fusobacteriales;o__Fusobacteriia;f__Fusobacteriaceae;g__Fusobacterium;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8396217737633138e-05	0.0	0.0	0.0	0.0
k__unknown;p__None;c__None;o__None;f__None;g__None;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriales;o__Coriobacteriia;f__Coriobacteriaceae;g__None;s__	0.0	1.2124886329190664e-05	0.0	0.00028388122409583834	0.0	0.0	2.3144397898488667e-05	2.7258726199724685e-05	0.0	0.00021801335331789076	4.820283754036988e-05	0.0	0.0	0.0	9.996728343451234e-05	0.00013308294024575983	1.383087604768886e-05	0.0	0.0	0.0	1.3975849731663684e-05	0.0	0.0	0.0	0.0	3.215330696762162e-05
k__Bacteria;p__Proteobacteria;c__Pseudomonadales;o__Gammaproteobacteria;f__Pseudomonadaceae;g__Pseudomonas;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__Ruminococcaceae;g__Incertae_Sedis;s__	0.0	3.637465898757199e-05	3.1738978639667385e-05	0.0	0.0002715264578574965	0.0043078452489437495	2.3144397898488667e-05	0.0	0.005193624825526665	0.0	0.0002731494127287626	0.0	6.985679357317499e-05	0.0	9.087934857682941e-06	0.0	0.0	0.0	0.0	0.0	0.0009503577817531306	0.0	5.471282605424776e-05	0.0	0.0	0.00041799299057908106
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__Christensenellaceae;g__None;s__	0.0	3.637465898757199e-05	0.0	0.0003122693465054221	7.986072289926368e-05	0.0016016347720431891	0.0013655194760108314	1.3629363099862344e-05	4.8690232739312485e-05	0.0001907616841531544	0.00011247328759419636	1.6890465332319907e-05	0.0	0.0	0.00012723108800756115	0.0	0.0005670659179552432	0.0007754561091842201	0.0	0.0	0.0001956618962432916	0.0	0.0	1.4940983116689078e-05	1.2213591284381261e-05	3.215330696762162e-05
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__Ruminococcaceae;g__None;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8175869715365882e-05	0.0	0.0	0.0	1.667055646317474e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Tenericutes;c__Mycoplasmatales;o__Mollicutes;f__Mycoplasmataceae;g__Ureaplasma;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__Christensenellaceae;g__None;s__	0.0	0.0	0.0	0.0	0.004823587663115528	2.761439262143429e-05	2.3144397898488667e-05	1.3629363099862344e-05	9.738046547862497e-05	0.0002452650224826271	6.42704500538265e-05	0.0	1.7464198393293748e-05	2.4219525781685195e-05	0.0	0.0	0.00037343365328759926	7.049600992583821e-05	0.0	1.5840831326828033e-05	0.0	1.8396217737633138e-05	0.0	1.4940983116689078e-05	0.0	0.0018327384971544324
k__Bacteria;p__Firmicutes;c__Selenomonadales;o__Negativicutes;f__Veillonellaceae;g__Dialister;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00015717778553964374	0.0	0.0	0.0	0.0	0.00012689281786650876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriales;o__Coriobacteriia;f__Coriobacteriaceae;g__None;s__	1.8542727078871488e-05	0.00023037284025462264	0.0	0.0	7.986072289926368e-05	0.0006489382266037059	0.00016201078528942068	0.0	1.6230077579770833e-05	5.450333832947268e-05	1.6067612513456625e-05	0.0	0.0	0.0	1.8175869715365882e-05	1.4786993360639981e-05	0.0027661752095377717	8.459521191100583e-05	1.667055646317474e-05	1.5840831326828033e-05	2.7951699463327367e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Fusobacteria;c__Fusobacteriales;o__Fusobacteriia;f__Fusobacteriaceae;g__Cetobacterium;s__	0.0	2.424977265838133e-05	0.0	0.0	0.0	0.0	2.3144397898488667e-05	0.0	0.0003732917843347291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.367820651356194e-05	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidales;o__Bacteroidia;f__Prevotellaceae;g__Prevotella;s__	0.0	0.00010912397696271596	0.0	0.0	0.0	0.0	0.0	1.3629363099862344e-05	0.0	0.0	0.0	0.0	0.00010478519035976248	0.0	0.0	0.0	6.915438023844431e-05	1.409920198516764e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0001221359128438126	0.0
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__Christensenellaceae;g__None;s__	9.271363539435744e-06	2.424977265838133e-05	0.0	0.0	0.0012298551326486607	0.0	9.257759159395467e-05	0.0	9.738046547862497e-05	0.0	1.6067612513456625e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.00019738882779234696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004501462975467026
k__Bacteria;p__Bacteroidetes;c__Bacteroidales;o__Bacteroidia;f__Bacteroidaceae;g__Bacteroides;s__	2.781409061830724e-05	0.0	0.0	0.0012774655084312725	4.7916433739558206e-05	0.0	2.3144397898488667e-05	0.0	6.492031031908333e-05	8.175500749420902e-05	9.640567508073976e-05	0.0	0.0	2.4219525781685195e-05	0.0	0.0	0.0	0.0	5.001166938952422e-05	1.5840831326828033e-05	0.00022361359570661894	0.0	0.0004103461954068583	0.0	0.0	0.0001607665348381081
k__Bacteria;p__Bacteroidetes;c__Bacteroidales;o__Bacteroidia;f__Prevotellaceae;g__Alloprevotella;s__	0.0	0.0	6.347795727933477e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.843905156337039e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__Lachnospiraceae;g__None;s__	0.0	0.0	0.0	0.0003122693465054221	0.0002555543132776438	0.0	0.0	1.3629363099862344e-05	0.0	0.0001907616841531544	0.000257081800215306	0.0	1.7464198393293748e-05	0.0	0.0002726380457304882	1.4786993360639981e-05	0.00034577190119222147	0.0	0.0	1.5840831326828033e-05	0.000573009838998211	0.0	0.0	0.0	0.0	0.0001929198418057297
k__Bacteria;p__Firmicutes;c__Lactobacillales;o__Bacilli;f__Aerococcaceae;g__Aerococcus;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Pasteurellales;o__Gammaproteobacteria;f__Pasteurellaceae;g__None;s__	0.007889930372059819	0.00016974840860866928	0.0	2.8388122409583832e-05	0.0	1.3807196310717145e-05	0.0	0.0002589578988973845	4.8690232739312485e-05	0.0001907616841531544	0.0	0.008191875686175154	0.0	2.4219525781685195e-05	0.0003816932640226835	0.0	0.0	0.0	1.667055646317474e-05	1.5840831326828033e-05	2.7951699463327367e-05	0.0	0.002544146411522521	0.00010458688181682356	0.000329766964678294	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriales;o__Coriobacteriia;f__Coriobacteriaceae;g__Slackia;s__	9.271363539435744e-06	0.0	0.0	0.0	7.986072289926368e-05	4.142158893215144e-05	0.00013886638739093204	0.0	4.8690232739312485e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007330364305275096	0.0	0.0	0.0	0.0	0.0	0.0	0.00014940983116689077	0.0	9.645992090286486e-05
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__Ruminococcaceae;g__Fastidiosipila;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__Lachnospiraceae;g__None;s__	0.0001483418166309719	6.062443164595332e-05	6.347795727933477e-05	0.00042582183614375753	0.0010541615422702806	4.142158893215144e-05	2.3144397898488667e-05	2.7258726199724685e-05	4.8690232739312485e-05	8.175500749420902e-05	1.6067612513456625e-05	0.00010134279199391944	1.7464198393293748e-05	2.4219525781685195e-05	0.0017448834926751245	0.0001922309136883197	0.0	0.00019738882779234696	6.668222585269898e-05	0.000491065771131669	0.0	0.001692452031862249	0.0001914948911898672	0.0	0.0	0.0009002925950934052
k__Bacteria;p__Proteobacteria;c__Enterobacteriales;o__Gammaproteobacteria;f__Enterobacteriaceae;g__Hafnia;s__	0.0	0.0	0.0	0.0	3.1944289159705475e-05	0.0	0.0	0.0	0.0	0.0	0.00038562270032295904	0.0	0.0	0.0	0.0	0.0	0.0	1.409920198516764e-05	0.0	6.336332530731213e-05	0.0	0.0	0.0	0.0	0.0	3.215330696762162e-05
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__Defluviitaleaceae;g__Incertae_Sedis;s__	0.0004079399957351728	0.0004364959078508639	0.0	8.516436722875149e-05	1.5972144579852738e-05	0.0	2.3144397898488667e-05	0.001117607774188712	0.0	2.725166916473634e-05	1.6067612513456625e-05	0.0	1.7464198393293748e-05	0.0	1.8175869715365882e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.00018396217737633145	0.0	4.482294935006723e-05	0.0	0.0
