Samples	TL18	TL87	TL23	TL63	TL120	TL6	TL14	TL92	TL81	TL57	TL71	TL73	TL96	100a	TL91	TL59	TL16	TL77	TL30	TL102	TL117	TL2	TL109	TL64	TL76	TL112
k__Bacteria;p__Firmicutes;c__Thermoanaerobacterales;o__Clostridia;f__Thermoanaerobacteraceae;g__Gelria;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6230077579770833e-05	0.0	3.213522502691325e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.409920198516764e-05	0.0	0.0	0.0	9.198108868816572e-05	1.367820651356194e-05	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidales;o__Bacteroidia;f__Rikenellaceae;g__RC9_gut_group;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriales;o__Coriobacteriia;f__Coriobacteriaceae;g__Enterorhabdus;s__	0.0	0.0	0.0	0.0	0.00011180501205896917	0.0	0.0	1.3629363099862344e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.532350419075544e-05	0.0	0.0	0.0	0.0	0.0001471697419010651	0.0	0.0	0.0	6.430661393524324e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidales;o__Bacteroidia;f__Prevotellaceae;g__Prevotella;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriales;o__Coriobacteriia;f__Coriobacteriaceae;g__None;s__	0.0	0.0	0.0	0.0	4.7916433739558206e-05	1.3807196310717145e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.645992090286486e-05
k__Bacteria;p__Firmicutes;c__Bacillales;o__Bacilli;f__Paenibacillaceae;g__Paenibacillus;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidales;o__Bacteroidia;f__Rikenellaceae;g__Alistipes;s__	0.0	0.0	0.0	0.0	0.0	0.0	2.3144397898488667e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.726380457304882e-05	0.0	0.0	1.409920198516764e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Selenomonadales;o__Negativicutes;f__Veillonellaceae;g__Negativicoccus;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__Gastranaerophilales;o__Melainabacteria;f__None;g__None;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__Ruminococcaceae;g__Anaerofilum;s__	0.0	0.0	0.0	2.8388122409583832e-05	1.5972144579852738e-05	0.0	4.6288795796977335e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.215330696762162e-05
k__Bacteria;p__Actinobacteria;c__None;o__None;f__None;g__None;s__	0.0	0.00015762352227947864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Caulobacterales;o__Alphaproteobacteria;f__Caulobacteraceae;g__Brevundimonas;s__	0.0	0.0	3.1738978639667385e-05	0.0	0.0	1.3807196310717145e-05	0.0	0.0	0.0	2.725166916473634e-05	0.0	0.0	0.0	2.4219525781685195e-05	0.0	1.4786993360639981e-05	0.0	0.0	1.667055646317474e-05	4.75224939804841e-05	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidales;o__Bacteroidia;f__Bacteroidaceae;g__Bacteroides;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__Family_XIII;g__Incertae_Sedis;s__	0.0	0.0	0.0	0.0	1.5972144579852738e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidales;o__Bacteroidia;f__Prevotellaceae;g__Prevotella;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidales;o__Bacteroidia;f__Prevotellaceae;g__Paraprevotella;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__None;o__Gammaproteobacteria;f__None;g__None;s__	3.7085454157742976e-05	0.0	9.521693591900212e-05	0.00011355248963833533	1.5972144579852738e-05	1.3807196310717145e-05	0.0	2.7258726199724685e-05	0.0	0.0	0.0	1.6890465332319907e-05	1.7464198393293748e-05	2.4219525781685195e-05	0.0	5.9147973442559925e-05	1.383087604768886e-05	0.0	0.0	4.75224939804841e-05	1.3975849731663684e-05	5.518865321289943e-05	1.367820651356194e-05	0.0	8.549513899066882e-05	3.215330696762162e-05
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__None;g__None;s__	0.0	0.0	0.0	2.8388122409583832e-05	1.5972144579852738e-05	0.00013807196310717146	0.0	0.0	0.0	0.0	3.213522502691325e-05	0.0	0.0	0.0	0.0	1.4786993360639981e-05	4.1492628143066575e-05	0.00015509122183684403	0.0	0.0	5.5903398926654734e-05	0.0	1.367820651356194e-05	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__Ruminococcaceae;g__Incertae_Sedis;s__	0.0	0.0	3.1738978639667385e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6067612513456625e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidales;o__Bacteroidia;f__Bacteroidaceae;g__Bacteroides;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.213522502691325e-05	0.0	0.0	4.843905156337039e-05	0.0	0.0	0.0	0.0	0.0	0.0	5.5903398926654734e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidales;o__Bacteroidia;f__Porphyromonadaceae;g__Porphyromonas;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.2460155159541666e-05	0.0	0.0	1.6890465332319907e-05	5.239259517988125e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.367820651356194e-05	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__Ruminococcaceae;g__None;s__	0.0	0.0	0.0	5.6776244819167665e-05	1.5972144579852738e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.383087604768886e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriales;o__Coriobacteriia;f__Coriobacteriaceae;g__None;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00015509122183684403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__Ruminococcaceae;g__None;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.409920198516764e-05	0.0	0.0	0.0	1.8396217737633138e-05	0.0	2.9881966233378163e-05	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidales;o__Bacteroidia;f__Rikenellaceae;g__RC9_gut_group;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4786993360639981e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Methanobacteriales;o__Methanobacteria;f__Methanobacteriaceae;g__Methanobrevibacter;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__Ruminococcaceae;g__Ruminococcus;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__Peptococcaceae;g__Peptococcus;s__	0.0	0.0	6.347795727933477e-05	0.0	0.0	0.0	0.0	0.0	1.6230077579770833e-05	2.725166916473634e-05	0.0	0.0	0.0	9.687810312674078e-05	0.0	0.0	0.0	0.0	0.0	0.0	4.192754919499105e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriales;o__Flavobacteriia;f__Flavobacteriaceae;g__Flavobacterium;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__Family_XIII;g__Incertae_Sedis;s__	9.271363539435744e-06	0.0	0.0	0.0	0.0	4.142158893215144e-05	2.3144397898488667e-05	2.7258726199724685e-05	3.2460155159541666e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.4786993360639981e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.664077385314378e-05	0.0
k__Bacteria;p__Firmicutes;c__None;o__None;f__None;g__None;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7464198393293748e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.215330696762162e-05
k__Bacteria;p__Proteobacteria;c__Xanthomonadales;o__Gammaproteobacteria;f__Xanthomonadaceae;g__Stenotrophomonas;s__	1.8542727078871488e-05	0.0	3.1738978639667385e-05	0.0	0.0	1.3807196310717145e-05	0.0	1.3629363099862344e-05	0.0	0.0	1.6067612513456625e-05	0.0	0.0	2.4219525781685195e-05	0.0	0.0	0.0	1.409920198516764e-05	0.0	3.1681662653656065e-05	0.0	0.0	0.0	1.4940983116689078e-05	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidales;o__Bacteroidia;f__Bacteroidaceae;g__Bacteroides;s__	0.0	0.0	0.0	0.0	3.1944289159705475e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__None;g__None;s__	9.271363539435744e-06	0.0	0.0	0.0	0.0	0.0	2.3144397898488667e-05	0.0	0.0	8.175500749420902e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__Ruminococcaceae;g__Incertae_Sedis;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6067612513456625e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__None;c__None;o__None;f__None;g__None;s__	9.271363539435744e-06	9.699909063352531e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.450333832947268e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__Lachnospiraceae;g__Anaerostipes;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__unknown;p__None;c__None;o__None;f__None;g__None;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Tenericutes;c__None;o__Mollicutes;f__None;g__None;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004087750374710451	0.0	0.0	0.0	0.0	0.0	0.0	0.00015213963652457746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichales;o__Erysipelotrichia;f__Erysipelotrichaceae;g__Allobaculum;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Lentisphaerae;c__Victivallales;o__Lentisphaeria;f__Victivallaceae;g__Victivallis;s__	0.0	0.0	0.0	0.0	9.583286747911644e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3975849731663684e-05	0.0	0.0	0.0	0.0	6.430661393524324e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidales;o__Bacteroidia;f__Rikenellaceae;g__RC9_gut_group;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Rickettsiales;o__Alphaproteobacteria;f__mitochondria;g__None;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3629363099862344e-05	0.0	0.0	0.0	0.0	0.0005064617534055187	0.0	9.087934857682941e-06	0.0	2.766175209537772e-05	2.819840397033528e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__Ruminococcaceae;g__None;s__	0.0	0.0	0.0	0.0	1.5972144579852738e-05	0.0	0.0	0.0	0.0	2.725166916473634e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Burkholderiales;o__Betaproteobacteria;f__Alcaligenaceae;g__Bordetella;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4219525781685195e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4940983116689078e-05	0.0	0.0
k__Bacteria;p__Tenericutes;c__Anaeroplasmatales;o__Mollicutes;f__Anaeroplasmataceae;g__Anaeroplasma;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__Lachnospiraceae;g__None;s__	9.271363539435744e-06	2.424977265838133e-05	0.0	0.0	0.0	1.3807196310717145e-05	0.0011803642928229225	0.0	1.6230077579770833e-05	8.175500749420902e-05	1.6067612513456625e-05	0.0	1.7464198393293748e-05	0.0	0.0	2.9573986721279963e-05	0.00026278664490608837	0.0	0.0	0.0	5.5903398926654734e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinomycetales;o__Actinobacteria;f__Actinomycetaceae;g__Actinomyces;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__Ruminococcaceae;g__Acetanaerobacterium;s__	0.0	0.0	0.0	0.00017032873445750298	0.00014374930121867463	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.087934857682941e-06	0.0	0.0	0.0	0.0	0.0	1.3975849731663684e-05	0.0	0.0	0.0	0.0	3.215330696762162e-05
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__Peptococcaceae;g__None;s__	0.0	0.0	0.0	2.8388122409583832e-05	9.583286747911644e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.409920198516764e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.430661393524324e-05
k__Bacteria;p__Proteobacteria;c__Pseudomonadales;o__Gammaproteobacteria;f__Moraxellaceae;g__Enhydrobacter;s__	9.271363539435744e-06	0.0	0.0	2.8388122409583832e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.087934857682941e-06	0.0	0.0003319410251445326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidales;o__Bacteroidia;f__Porphyromonadaceae;g__Barnesiella;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7258726199724685e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__Ruminococcaceae;g__Incertae_Sedis;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.215330696762162e-05
k__Bacteria;p__None;c__None;o__None;f__None;g__None;s__	0.0	0.0	0.0	0.0	6.388857831941095e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__Ruminococcaceae;g__Incertae_Sedis;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003815233683063088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8396217737633138e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__Ruminococcaceae;g__None;s__	0.0	0.0	0.0	0.0	1.5972144579852738e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriales;o__Coriobacteriia;f__Coriobacteriaceae;g__Gordonibacter;s__	0.0	0.0	0.0	0.0	0.0001277771566388219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.087934857682941e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.430661393524324e-05
k__Bacteria;p__Actinobacteria;c__Coriobacteriales;o__Coriobacteriia;f__Coriobacteriaceae;g__Olsenella;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__None;o__Deltaproteobacteria;f__None;g__None;s__	1.8542727078871488e-05	0.0	0.0	0.0	1.5972144579852738e-05	0.0	2.3144397898488667e-05	1.3629363099862344e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.470491558344539e-05	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriales;o__Coriobacteriia;f__Coriobacteriaceae;g__Collinsella;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.378093066463981e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__Lachnospiraceae;g__None;s__	0.0	2.424977265838133e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.819840397033528e-05	0.0	1.5840831326828033e-05	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Synergistetes;c__Synergistales;o__Synergistia;f__Synergistaceae;g__Synergistes;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__None;o__None;f__None;g__None;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__Family_XIII;g__Incertae_Sedis;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Lentisphaerae;c__Victivallales;o__Lentisphaeria;f__Victivallaceae;g__Victivallis;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9881966233378163e-05	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__Lachnospiraceae;g__Howardella;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3629363099862344e-05	0.0	0.0	4.820283754036988e-05	1.6890465332319907e-05	0.0	0.0	3.6351739430731764e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__Family_XI;g__Peptoniphilus;s__	0.0	0.0	0.0	0.0	1.5972144579852738e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2213591284381261e-05	0.0
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__Ruminococcaceae;g__Incertae_Sedis;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__Ruminococcaceae;g__None;s__	0.0	0.0	0.0	0.0	0.0	5.522878524286858e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.383087604768886e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__Lachnospiraceae;g__Coprococcus;s__	0.0	0.0	0.0	0.0	0.0	0.00026233672990362577	2.3144397898488667e-05	0.0	0.0	0.0	0.0	0.0	1.7464198393293748e-05	0.0	0.0	0.0	1.383087604768886e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacillales;o__Bacilli;f__Paenibacillaceae;g__Paenibacillus;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriales;o__Coriobacteriia;f__Coriobacteriaceae;g__Enterorhabdus;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriales;o__Coriobacteriia;f__Coriobacteriaceae;g__Slackia;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.213522502691325e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.215330696762162e-05
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__Family_XI;g__Peptoniphilus;s__	0.0	0.0	0.0	0.0	7.986072289926368e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Lactobacillales;o__Bacilli;f__None;g__None;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridiales;o__Clostridia;f__Lachnospiraceae;g__None;s__	0.0	0.0	0.0	0.0	4.7916433739558206e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.215330696762162e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidales;o__Bacteroidia;f__Bacteroidaceae;g__Bacteroides;s__	3.7085454157742976e-05	2.424977265838133e-05	6.347795727933477e-05	8.516436722875149e-05	6.388857831941095e-05	2.761439262143429e-05	4.6288795796977335e-05	8.177617859917406e-05	0.00012984062063816666	0.0002997683608120997	3.213522502691325e-05	1.6890465332319907e-05	6.985679357317499e-05	0.0012109762890842597	0.0014540695772292706	5.9147973442559925e-05	0.0	4.2297605955502916e-05	1.667055646317474e-05	4.75224939804841e-05	6.987924865831842e-05	0.00045990544344082864	0.0006702321191645351	5.976393246675631e-05	1.2213591284381261e-05	3.215330696762162e-05
