,root:Elder,root:Young
K106,0.6456698,0.35433015
SRR3680059,0.67177004,0.32822996
SRR5602038,0.6781001,0.32189995
SRR5601932,0.6733006,0.32669935
SRR5602306,0.22274156,0.7772584
SRR5602171,0.6390752,0.36092478
SRR5602233,0.6702467,0.32975334
SRR5602226,0.6774415,0.32255852
SRR5602343,0.13023445,0.8697656
SRR5602135,0.20717105,0.792829
SRR3679931,0.6737749,0.32622507
SRR5602021,0.65151817,0.3484818
SRR5602316,0.54337436,0.4566256
SRR5602347,0.6776139,0.32238615
SRR5602215,0.12264862,0.87735134
C007,0.1835761,0.8164239
SRR5602287,0.54633653,0.4536635
K301,0.26747492,0.7325251
SRR5601984,0.6537046,0.34629536
SRR5602057,0.67725325,0.32274672
SRR5602054,0.6788079,0.3211921
SRR5602154,0.6661341,0.3338659
SRR5602275,0.49268922,0.50731087
SRR5602058,0.64223593,0.3577641
SRR3680011,0.6778888,0.3221112
SRR5602139,0.67844665,0.32155338
SRR3680093,0.15105125,0.8489488
SRR3679962,0.6788309,0.32116905
SRR3680053,0.6469488,0.3530512
SRR5602118,0.5065778,0.49342224
SRR5602169,0.6788309,0.32116905
SRR3679994,0.6685337,0.33146638
SRR3680068,0.65957034,0.34042963
SRR5602232,0.61669,0.38331002
C054,0.6777344,0.32226557
K124,0.1229525,0.8770474
SRR3679996,0.6728446,0.32715535
SRR5602353,0.67664367,0.32335636
SRR5601927,0.6713104,0.32868952
SRR5602175,0.6569675,0.34303248
SRR3679988,0.6686726,0.33132735
SRR3679991,0.6544043,0.34559572
SRR5601988,0.6763699,0.3236301
SRR5602330,0.67617136,0.32382867
SRR5602231,0.6779058,0.3220942
SRR5602247,0.31457266,0.68542737
SRR5602123,0.6788049,0.32119516
SRR5601959,0.12302334,0.87697667
SRR5602148,0.6792113,0.3207887
SRR5602252,0.6782184,0.3217816
SRR3679968,0.67642,0.32358003
SRR5602079,0.6768989,0.32310107
SRR5601986,0.6788309,0.32116905
SRR5602029,0.31314847,0.6868515
SRR5602264,0.67257077,0.32742926
