,root:Elder,root:Young
S320,0.6909645,0.30903548
S290,0.53976154,0.46023846
SRR5602345,0.6933011,0.30669895
S330,0.48543164,0.5145684
SRR5602125,0.042823594,0.95717645
SRR5602220,0.679961,0.32003894
S050,0.13104294,0.86895704
S080,0.6935419,0.30645818
SRR5602155,0.702273,0.29772705
SRR5602193,0.19927329,0.8007268
SRR5602335,0.6930915,0.30690846
SRR5602119,0.59102744,0.40897256
S150,0.115170956,0.8848291
SRR5602179,0.5313325,0.46866757
SRR3679961,0.69158477,0.3084152
SRR5602134,0.7031883,0.29681173
S130,0.30407783,0.69592214
S200,0.6964579,0.30354208
S210,0.03844045,0.96155953
SRR5602290,0.6935419,0.30645818
SRR5602138,0.67564034,0.32435966
C052,0.69372904,0.306271
C012,0.1633712,0.83662885
SRR5602168,0.1292431,0.87075686
SRR5602159,0.67147565,0.32852432
SRR5602160,0.678582,0.32141793
SRR5602010,0.7021802,0.29781973
C010,0.35523143,0.6447686
S240,0.6232043,0.37679565
S030,0.17753814,0.8224619
SRR5602324,0.65215546,0.34784448
SRR3679980,0.6935419,0.30645818
SRR5602349,0.25518042,0.7448196
S110,0.1331917,0.86680824
SRR5602182,0.7021538,0.29784626
S100,0.6762525,0.32374746
C042,0.075006045,0.92499393
SRR5602351,0.702762,0.297238
SRR5602333,0.36505315,0.6349469
S220,0.69962764,0.3003724
SRR5602092,0.6864439,0.31355605
S120,0.6577492,0.3422508
SRR5602260,0.693541,0.30645898
SRR5602284,0.69361305,0.30638698
C021,0.6935419,0.30645818
SRR5602256,0.20354168,0.7964583
SRR5602234,0.5692906,0.4307094
SRR5602210,0.17905332,0.8209467
S010,0.13529095,0.864709
S280,0.69285387,0.3071461
S260,0.5022546,0.49774542
S020,0.6892039,0.3107961
SRR5602016,0.70288026,0.29711977
S180,0.70313627,0.29686376
SRR5602145,0.17624818,0.8237518
